stock_code,company_name,market_cap,bs_securities_assets,pl_dividend_income,current_net_sales,operating_income,asset_ratio,dividend_ratio,operating_margin,sales_growth_rate
2389,株式会社デジタルホールディングス,21702664401.0,8543000000.0,0.0,0.0,984000000.0,0.39,0.0,0.0,0.0
4968,荒川化学工業株式会社,21685020000.0,10105000000.0,239000000.0,80236000000.0,1057000000.0,0.47,0.02,1.32,11.1
6177,ＡｐｐＢａｎｋ株式会社,1440652500.0,0.0,0.0,994440000.0,38236000.0,0.0,0.0,3.84,110.69
3544,サツドラホールディングス株式会社,12072606272.0,716000000.0,23000000.0,95520000000.0,1384000000.0,0.06,0.03,1.45,9.19
6785,株式会社鈴木,25624716000.0,2136790000.0,6232000.0,27726161000.0,3369394000.0,0.08,0.0,12.15,5.13
8139,株式会社ナガホリ,26820628224.0,1345782000.0,23908000.0,22891436000.0,723028000.0,0.05,0.02,3.16,4.91
7523,アールビバン株式会社,9626644412.0,2336716000.0,5172000.0,10731448000.0,2113961000.0,0.24,0.0,19.7,-2.5
4452,花王株式会社,3107553000000.0,7454000000.0,39196000000.0,898054000000.0,62947000000.0,0.0,5.26,7.01,3.45
2148,アイティメディア株式会社,33929271000.0,498740000.0,0.0,7501467000.0,1977344000.0,0.01,0.0,26.36,-0.31
5970,株式会社ジーテクト,79295924300.0,10986000000.0,277000000.0,339233000000.0,16380000000.0,0.14,0.03,4.83,-1.56
4547,キッセイ薬品工業株式会社,203862092175.0,84869000000.0,1392000000.0,88330000000.0,5773000000.0,0.42,0.02,6.54,16.87
7464,セフテック株式会社,3240000000.0,503752000.0,11840000.0,10312082000.0,354832000.0,0.16,0.02,3.44,1.87
2721,株式会社ジェイホールディングス,1767868000.0,0.0,0.0,179573000.0,28255000.0,0.0,0.0,15.73,2.36
3826,株式会社システムインテグレータ,4652928000.0,10000000.0,0.0,4768979000.0,271544000.0,0.0,0.0,5.69,-1.38
8345,株式会社岩手銀行,60947615000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7947,株式会社エフピコ,224274336000.0,10274000000.0,89000000.0,235628000000.0,18471000000.0,0.05,0.01,7.84,6.09
3232,三重交通グループホールディングス株式会社,52685077253.0,14114242000.0,343293000.0,0.0,8415671000.0,0.27,0.02,0.0,0.0
2997,株式会社ストレージ王,1627647500.0,52694000.0,0.0,4262911000.0,171987000.0,0.03,0.0,4.03,28.19
7692,株式会社アースインフィニティ,12554956800.0,76247000.0,0.0,5000237000.0,277349000.0,0.01,0.0,5.55,-4.61
9554,株式会社ＡＶｉＣ,12757680000.0,3000000.0,0.0,1934785000.0,446508000.0,0.0,0.0,23.08,29.97
7362,株式会社Ｔ．Ｓ．Ｉ,1260208200.0,0.0,0.0,4707895000.0,132857000.0,0.0,0.0,2.82,10.68
8095,アステナホールディングス株式会社,19589793696.0,4137112000.0,61806000.0,57993375000.0,2815853000.0,0.21,0.01,4.86,11.56
3396,株式会社フェリシモ,8195496000.0,2136000000.0,0.0,29449000000.0,70000000.0,0.26,0.0,0.24,-0.53
7004,カナデビア株式会社,166469292000.0,27571000000.0,179000000.0,610523000000.0,26946000000.0,0.17,0.01,4.41,9.84
6941,山一電機株式会社,59376988000.0,65042000.0,6110000.0,45298813000.0,8225046000.0,0.0,0.09,18.16,24.37
8200,株式会社リンガーハット,57349538400.0,933001000.0,19401000.0,42977890000.0,1694051000.0,0.02,0.02,3.94,10.28
5971,株式会社共和工業所,7507200000.0,2550796000.0,67315000.0,10972526000.0,1015170000.0,0.34,0.03,9.25,-16.96
2168,株式会社パソナグループ,90593021900.0,3288000000.0,0.0,356733000000.0,6794000000.0,0.04,0.0,1.9,-4.25
7769,リズム株式会社,25155279000.0,3512000000.0,135000000.0,32666000000.0,817000000.0,0.14,0.04,2.5,0.2
5587,株式会社インバウンドプラットフォーム,3049446400.0,29980000.0,0.0,2333695000.0,179954000.0,0.01,0.0,7.71,12.34
4299,株式会社ハイマックス,14870764416.0,24000000.0,0.0,18066000000.0,1807000000.0,0.0,0.0,10.0,4.08
4832,ＪＦＥシステムズ株式会社,32008828000.0,1864859000.0,46958000.0,63971753000.0,7589259000.0,0.06,0.03,11.86,3.13
3416,ピクスタ株式会社,2317309760.0,8087000.0,0.0,2882381000.0,574196000.0,0.0,0.0,19.92,9.95
6173,株式会社アクアライン,1059157836.0,0.0,0.0,3462536000.0,52646000.0,0.0,0.0,1.52,-28.54
8714,株式会社池田泉州ホールディングス,178159072000.0,0.0,0.0,0.0,3917000000.0,0.0,0.0,0.0,0.0
6277,ホソカワミクロン株式会社,81953300000.0,2655000000.0,94000000.0,85432000000.0,8279000000.0,0.03,0.04,9.69,7.42
9421,株式会社エヌジェイホールディングス,3231641600.0,200994000.0,0.0,9698124000.0,102720000.0,0.06,0.0,1.06,-4.28
7878,株式会社光・彩,2051280000.0,71842000.0,0.0,3930970000.0,149403000.0,0.04,0.0,3.8,11.49
7567,株式会社栄電子,2331220000.0,785651000.0,23018000.0,6428380000.0,63441000.0,0.34,0.03,0.99,-23.16
9478,ＳＥホールディングス・アンド・インキュベーションズ株式会社,6401816004.0,115000000.0,19000000.0,7242000000.0,817000000.0,0.02,0.17,11.28,-1.04
5290,株式会社ベルテクスコーポレーション,71873694850.0,1540362000.0,39280000.0,38918012000.0,6285650000.0,0.02,0.03,16.15,5.66
3041,株式会社ビューティカダンホールディングス,2268972000.0,10001000.0,18984000.0,6982903000.0,84865000.0,0.0,1.9,1.22,8.89
5216,株式会社倉元製作所,10969160000.0,1371000.0,0.0,1567862000.0,95378000.0,0.0,0.0,6.08,122.53
1972,三晃金属工業株式会社,26334000000.0,10000000.0,25000000.0,45362000000.0,4112000000.0,0.0,2.5,9.06,5.7
1871,ピーエス・コンストラクション株式会社,83527874000.0,3749000000.0,94000000.0,135627000000.0,12315000000.0,0.04,0.03,9.08,4.9
1793,株式会社大本組,32554710000.0,9825000000.0,213000000.0,70092000000.0,1814000000.0,0.3,0.02,2.59,-15.61
4928,株式会社ノエビアホールディングス,153018880000.0,3112000000.0,26000000.0,63823000000.0,11423000000.0,0.02,0.01,17.9,2.03
1967,株式会社ヤマト,46988752740.0,12255933000.0,307519000.0,53168544000.0,4796727000.0,0.26,0.03,9.02,10.09
6859,エスペック株式会社,73960135340.0,4006000000.0,206000000.0,67288000000.0,7526000000.0,0.05,0.05,11.18,8.31
2687,株式会社シー・ヴイ・エス・ベイエリア,2845968000.0,228220000.0,49903000.0,7822968000.0,421986000.0,0.08,0.22,5.39,4.03
2294,株式会社柿安本店,32857440000.0,212000000.0,4000000.0,37052000000.0,2200000000.0,0.01,0.02,5.94,-15.62
8715,アニコム　ホールディングス株式会社,55080282600.0,0.0,0.0,0.0,997000000.0,0.0,0.0,0.0,0.0
6668,株式会社アドテックプラズマテクノロジー,11299176000.0,1000000.0,0.0,11298000000.0,1485000000.0,0.0,0.0,13.14,-9.6
4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ株式会社,1465522500.0,82315000.0,0.0,602926000.0,97862000.0,0.06,0.0,16.23,-34.25
7865,ピープル株式会社,2520500000.0,0.0,2855000.0,1915624000.0,0.0,0.0,0.0,0.0,-64.21
9628,燦ホールディングス株式会社,36501000000.0,162000000.0,22000000.0,20427000000.0,4521000000.0,0.0,0.14,22.13,10.4
6157,日進工具株式会社,19101730942.0,31515000.0,102704000.0,9431090000.0,1767266000.0,0.0,3.26,18.74,4.32
6272,レオン自動機株式会社,36256584000.0,1953777000.0,37154000.0,39214430000.0,5298153000.0,0.05,0.02,13.51,4.01
4925,株式会社ハーバー研究所,6492750000.0,0.0,100591000.0,12061829000.0,589510000.0,0.0,0.0,4.89,-2.13
5195,バンドー化学株式会社,76488490000.0,8645000000.0,6992000000.0,50493000000.0,356000000.0,0.11,0.81,0.71,5.76
8614,東洋証券株式会社,36200008810.0,7136000000.0,0.0,0.0,694000000.0,0.2,0.0,0.0,0.0
3627,テクミラホールディングス株式会社,3866143100.0,799594000.0,1791000.0,11165530000.0,91385000.0,0.21,0.0,0.82,27.8
8411,株式会社みずほフィナンシャルグループ,10323999999000.0,9000000.0,0.0,0.0,528736000000.0,0.0,0.0,0.0,0.0
3678,株式会社メディアドゥ,26249241560.0,5669000000.0,37000000.0,101914000000.0,2475000000.0,0.22,0.01,2.43,8.38
3154,メディアスホールディングス株式会社,19401204744.0,4713827000.0,55207000.0,259789000000.0,1327247000.0,0.24,0.01,0.51,8.67
4076,株式会社シイエヌエス,4228230000.0,5000000.0,9000000.0,6657083000.0,619974000.0,0.0,1.8,9.31,11.15
7746,岡本硝子株式会社,4008460000.0,161135000.0,1154000.0,4686676000.0,126184000.0,0.04,0.01,2.69,2.25
3920,アイビーシー株式会社,5145516400.0,246523000.0,0.0,2184658000.0,382276000.0,0.05,0.0,17.5,14.93
9435,株式会社光通信,1865522713880.0,34268000000.0,14009000000.0,0.0,17051000000.0,0.02,0.41,0.0,0.0
7066,株式会社ピアズ,6607656000.0,375487000.0,2791000.0,6208984000.0,480469000.0,0.06,0.01,7.74,10.33
7375,株式会社リファインバースグループ,2538103118.0,20000000.0,0.0,3852638000.0,32675000.0,0.01,0.0,0.85,-13.85
5644,株式会社メタルアート,11177132280.0,243000000.0,6000000.0,43954000000.0,2995000000.0,0.02,0.02,6.81,-2.37
9563,Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇｉｅｓ株式会社,2454210000.0,0.0,0.0,2120772000.0,0.0,0.0,0.0,0.0,-18.11
5936,東洋シヤッター株式会社,5192631000.0,169844000.0,0.0,20871090000.0,1301165000.0,0.03,0.0,6.23,-2.87
8275,株式会社フォーバル,37355841834.0,2596057000.0,14147000.0,72629302000.0,3740400000.0,0.07,0.01,5.15,14.33
4579,ラクオリア創薬株式会社,11574420370.0,547053000.0,0.0,0.0,322714000.0,0.05,0.0,0.0,0.0
3391,株式会社ツルハホールディングス,593198103960.0,31942000000.0,245000000.0,845603000000.0,37894000000.0,0.05,0.01,4.48,-17.7
4471,三洋化成工業株式会社,89664540000.0,30713000000.0,1192000000.0,142258000000.0,8439000000.0,0.34,0.04,5.93,-10.82
3436,株式会社ＳＵＭＣＯ,434217172360.0,2453000000.0,70000000.0,396619000000.0,36924000000.0,0.01,0.03,9.31,-6.88
7345,株式会社アイ・パートナーズフィナンシャル,2052324400.0,0.0,0.0,3797196000.0,0.0,0.0,0.0,0.0,1.72
4409,東邦化学工業株式会社,17485650000.0,3730000000.0,127000000.0,53613000000.0,1815000000.0,0.21,0.03,3.39,5.96
9795,株式会社ステップ,38724410000.0,1766356000.0,0.0,15098935000.0,3511470000.0,0.05,0.0,23.26,4.55
4615,神東塗料株式会社,4461860000.0,2732000000.0,18000000.0,20758000000.0,230000000.0,0.61,0.01,1.11,9.52
9616,株式会社共立メンテナンス,295479713000.0,16506000000.0,201000000.0,228933000000.0,20491000000.0,0.06,0.01,8.95,12.15
6063,日本エマージェンシーアシスタンス株式会社,2489364800.0,0.0,0.0,2908717000.0,52179000.0,0.0,0.0,1.79,-19.18
8783,ＧＦＡ株式会社,6648376064.0,2330361000.0,3684000.0,3311839000.0,53738000.0,0.35,0.0,1.62,-20.67
9687,株式会社ＫＳＫ,30009480000.0,6002000000.0,22000000.0,23608000000.0,2419000000.0,0.2,0.0,10.25,8.4
2136,株式会社ヒップ,4818063600.0,0.0,0.0,5969419000.0,565180000.0,0.0,0.0,9.47,5.46
8118,株式会社　キング,20312680020.0,3100000000.0,65000000.0,8157000000.0,864000000.0,0.15,0.02,10.59,-4.57
6547,株式会社グリーンズ,28228386942.0,117000000.0,0.0,40969000000.0,5019000000.0,0.0,0.0,12.25,12.43
9377,株式会社　エージーピー,20656790000.0,254373000.0,2495000.0,12986882000.0,1059605000.0,0.01,0.01,8.16,17.64
3841,株式会社ジーダット,5106198800.0,132121000.0,0.0,2062768000.0,256990000.0,0.03,0.0,12.46,0.09
6809,ＴＯＡ株式会社,34136635000.0,9004000000.0,140000000.0,50626000000.0,3589000000.0,0.26,0.02,7.09,3.71
3185,夢展望株式会社,2695597800.0,0.0,0.0,1341000000.0,0.0,0.0,0.0,0.0,-1.81
7751,キヤノン株式会社,5373732996456.0,10885000000.0,262626000000.0,1886031000000.0,220221000000.0,0.0,24.13,11.68,13.07
5816,オーナンバ株式会社,12231736474.0,1884895000.0,60790000.0,44804341000.0,2193919000.0,0.15,0.03,4.9,0.1
7061,日本ホスピスホールディングス株式会社,8348761000.0,0.0,700000000.0,12115287000.0,1286885000.0,0.0,0.0,10.62,22.73
2593,株式会社伊藤園,288691261680.0,4581000000.0,89000000.0,453899000000.0,25023000000.0,0.02,0.02,5.51,5.15
9708,株式会社帝国ホテル,115830000000.0,5822000000.0,68000000.0,52610000000.0,1590000000.0,0.05,0.01,3.02,-1.36
9215,株式会社ＣａＳｙ,1876864000.0,46100000.0,0.0,1761029000.0,7791000.0,0.02,0.0,0.44,13.77
7701,株式会社　島津製作所,996275550000.0,15182000000.0,333000000.0,539047000000.0,71720000000.0,0.02,0.02,13.3,5.3
2587,サントリー食品インターナショナル株式会社,1390500000000.0,0.0,36748000000.0,432794000000.0,20397000000.0,0.0,0.0,4.71,-1.42
2207,名糖産業株式会社,35822808000.0,43064000000.0,1167000000.0,28071000000.0,1405000000.0,1.2,0.03,5.01,15.08
5982,株式会社マルゼン,69823400000.0,3261025000.0,90188000.0,64253258000.0,6094410000.0,0.05,0.03,9.48,6.03
4592,サンバイオ株式会社,151287721866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4484,ランサーズ株式会社,3590195388.0,0.0,0.0,4589136000.0,109169000.0,0.0,0.0,2.38,0.35
4591,株式会社リボミック,5219830980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7804,株式会社ビーアンドピー,5275702000.0,0.0,0.0,3536204000.0,550518000.0,0.0,0.0,15.57,11.4
2573,北海道コカ・コーラボトリング株式会社,46127730000.0,693000000.0,11000000.0,56860000000.0,2204000000.0,0.02,0.02,3.88,0.87
8336,株式会社武蔵野銀行,119422875000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3880,大王製紙株式会社,141970920000.0,21382000000.0,503000000.0,668912000000.0,9807000000.0,0.15,0.02,1.47,-0.41
4448,株式会社ｋｕｂｅｌｌ,20797526298.0,184457000.0,0.0,8470717000.0,96856000.0,0.01,0.0,1.14,30.62
6637,寺崎電気産業株式会社,46321650000.0,1143456000.0,24245000.0,56404866000.0,5618453000.0,0.02,0.02,9.96,8.33
6016,株式会社ジャパンエンジンコーポレーション,60900000000.0,810450000.0,5407000.0,28862663000.0,5090934000.0,0.01,0.01,17.64,37.64
4091,日本酸素ホールディングス株式会社,2344760088000.0,20678000000.0,7470000000.0,0.0,28800000000.0,0.01,0.36,0.0,0.0
4840,株式会社トライアイズ,2913300000.0,36547000.0,0.0,961299000.0,2212000.0,0.01,0.0,0.23,51.12
4102,丸尾カルシウム株式会社,3183960000.0,4551328000.0,90926000.0,12843448000.0,5724000.0,1.43,0.02,0.04,-0.35
6125,株式会社岡本工作機械製作所,30669862125.0,404000000.0,99000000.0,43734000000.0,3015000000.0,0.01,0.25,6.89,-12.88
4069,株式会社ＢｌｕｅＭｅｍｅ,5067855428.0,45423000.0,0.0,2506780000.0,253037000.0,0.01,0.0,10.09,9.49
7242,カヤバ株式会社,159478880000.0,19874000000.0,9107000000.0,224184000000.0,6257000000.0,0.12,0.46,2.79,-7.2
7072,株式会社インティメート・マージャー,2984625000.0,0.0,0.0,2995252000.0,86177000.0,0.0,0.0,2.88,0.43
9273,コーア商事ホールディングス株式会社,29947305780.0,101074000.0,2089000.0,22134145000.0,4382313000.0,0.0,0.02,19.8,0.37
8153,株式会社モスフードサービス,120037162500.0,14067000000.0,134000000.0,96185000000.0,5223000000.0,0.12,0.01,5.43,3.36
6193,バーチャレクス・ホールディングス株式会社,2397781906.0,427646000.0,10050000.0,6488911000.0,279247000.0,0.18,0.02,4.3,-3.04
2480,システム・ロケーション株式会社,5140800000.0,821634000.0,33022000.0,1666925000.0,536161000.0,0.16,0.04,32.16,-4.29
2222,寿スピリッツ株式会社,320499822000.0,211000000.0,6000000.0,72349000000.0,17610000000.0,0.0,0.03,24.34,12.98
1994,高橋カーテンウォール工業株式会社,4623657324.0,222031000.0,2864000.0,8637881000.0,593804000.0,0.05,0.01,6.87,30.28
6652,ＩＤＥＣ株式会社,75153785070.0,605000000.0,122000000.0,67380000000.0,3652000000.0,0.01,0.2,5.42,-7.33
5038,株式会社ｅＷｅＬＬ,34673477971.0,0.0,0.0,2571852000.0,1135932000.0,0.0,0.0,44.17,24.27
4620,藤倉化成株式会社,17214300000.0,5430250000.0,135374000.0,55528332000.0,1305966000.0,0.32,0.02,2.35,5.54
7148,株式会社ＦＰＧ,201979514000.0,37000000.0,516000000.0,107781000000.0,28633000000.0,0.0,13.95,26.57,51.49
9274,ＫＰＰグループホールディングス株式会社,51239928000.0,19603000000.0,497000000.0,670042000000.0,13544000000.0,0.38,0.03,2.02,3.97
5017,富士石油株式会社,24471279000.0,34778000000.0,113000000.0,840196000000.0,0.0,1.42,0.0,0.0,16.09
5932,三協立山株式会社,18806558884.0,14257000000.0,209000000.0,353027000000.0,3807000000.0,0.76,0.01,1.08,-4.69
8795,株式会社Ｔ＆Ｄホールディングス,1834912000000.0,0.0,0.0,0.0,81985000000.0,0.0,0.0,0.0,0.0
7211,三菱自動車工業株式会社,581853629485.9619,102736000000.0,665000000.0,2788232000000.0,138826000000.0,0.18,0.01,4.98,-0.05
3421,株式会社稲葉製作所,30997843209.0,2197566000.0,10892000.0,42414152000.0,3064949000.0,0.07,0.0,7.23,1.41
6403,水道機工株式会社,8761800000.0,1493000000.0,26000000.0,25966000000.0,1479000000.0,0.17,0.02,5.7,20.02
9506,東北電力株式会社,524506969000.0,1895254000000.0,866000000.0,2644912000000.0,280332000000.0,3.61,0.0,10.6,-6.14
6005,三浦工業株式会社,367666439500.0,10773000000.0,9459000000.0,128840000000.0,17420000000.0,0.03,0.88,13.52,9.26
2782,株式会社セリア,224410560000.0,406000000.0,4000000.0,236327000000.0,16836000000.0,0.0,0.01,7.12,5.88
7112,株式会社キューブ,3025539188.0,0.0,0.0,4863766000.0,166052000.0,0.0,0.0,3.41,0.13
2173,株式会社博展,8702429760.0,1792000.0,0.0,18845437000.0,1393718000.0,0.0,0.0,7.4,43.46
3681,株式会社ブイキューブ,4320399600.0,465197000.0,111860000.0,10463846000.0,667446000.0,0.11,0.24,6.38,-5.6
6040,日本スキー場開発株式会社,8545548600.0,9459000.0,0.0,8245338000.0,1552455000.0,0.0,0.0,18.83,19.52
8337,株式会社千葉興業銀行,93830776000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8772,株式会社アサックス,23647018500.0,0.0,0.0,0.0,5214754000.0,0.0,0.0,0.0,0.0
7985,ネポン株式会社,1355830784.0,80156000.0,2624000.0,7277473000.0,38806000.0,0.06,0.03,0.53,-6.39
3045,株式会社カワサキ,4160034000.0,0.0,0.0,2182874000.0,402364000.0,0.0,0.0,18.43,24.87
2673,夢みつけ隊株式会社,1495494000.0,2200000.0,0.0,251207000.0,24553000.0,0.0,0.0,9.77,-53.58
5126,ポーターズ株式会社,3098612400.0,0.0,0.0,1923000000.0,391000000.0,0.0,0.0,20.33,21.17
8341,株式会社七十七銀行,395616455000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8101,株式会社ＧＳＩクレオス,25990482000.0,5978000000.0,117000000.0,165541000000.0,2950000000.0,0.23,0.02,1.78,13.23
3984,株式会社ユーザーローカル,29915906800.0,0.0,0.0,3907679000.0,1728000000.0,0.0,0.0,44.22,18.82
9368,キムラユニティー株式会社,19094021800.0,6634000000.0,126000000.0,61129000000.0,4603000000.0,0.35,0.02,7.53,-0.59
8132,シナネンホールディングス株式会社,78365760000.0,8243000000.0,267000000.0,317118000000.0,4009000000.0,0.11,0.03,1.26,-8.95
3452,株式会社ビーロット,28846656000.0,0.0,10000000.0,30933000000.0,6340000000.0,0.0,0.0,20.5,31.57
5186,ニッタ株式会社,115917120000.0,60444000000.0,384000000.0,90276000000.0,5155000000.0,0.52,0.01,5.71,1.88
6863,株式会社ニレコ,14942306552.0,1560952000.0,82983000.0,10756978000.0,1907420000.0,0.1,0.05,17.73,9.08
2208,株式会社ブルボン,70967400000.0,4331000000.0,83000000.0,113475000000.0,7470000000.0,0.06,0.02,6.58,9.41
9165,株式会社クオルテック,3463900000.0,49999000.0,0.0,3623929000.0,381323000.0,0.01,0.0,10.52,10.68
3843,フリービット株式会社,32287906000.0,989025000.0,109650000.0,53037592000.0,5887702000.0,0.03,0.11,11.1,13.4
3550,株式会社スタジオアタオ,3060066000.0,0.0,0.0,3696135000.0,182594000.0,0.0,0.0,4.94,14.03
6656,インスペック株式会社,2804760000.0,0.0,0.0,1668357000.0,0.0,0.0,0.0,0.0,-27.16
4022,ラサ工業株式会社,32967600000.0,3234000000.0,37000000.0,45421000000.0,4736000000.0,0.1,0.01,10.43,6.15
6882,株式会社三社電機製作所,12857000000.0,88000000.0,2000000.0,25440000000.0,1073000000.0,0.01,0.02,4.22,-17.95
4350,株式会社　メディカルシステムネットワーク,14616520200.0,702000000.0,4000000.0,122387000000.0,3154000000.0,0.05,0.01,2.58,6.09
5616,株式会社雨風太陽,3014606400.0,15000000.0,0.0,1016159000.0,0.0,0.0,0.0,0.0,6.24
6819,伊豆シャボテンリゾート株式会社,9128017392.0,194601000.0,0.0,5489630000.0,1191076000.0,0.02,0.0,21.7,18.09
8283,株式会社ＰＡＬＴＡＣ,263403000000.0,25600000000.0,516000000.0,1188097000000.0,28008000000.0,0.1,0.02,2.36,3.14
5036,日本ビジネスシステムズ株式会社,68486822400.0,1405000000.0,46000000.0,140858000000.0,4593000000.0,0.02,0.03,3.26,24.87
7516,コーナン商事株式会社,130751566010.0,4515000000.0,99000000.0,484293000000.0,25001000000.0,0.03,0.02,5.16,6.12
7021,株式会社ニッチツ,4170540000.0,2547843000.0,64487000.0,9850916000.0,270069000.0,0.61,0.03,2.74,18.87
7380,株式会社十六フィナンシャルグループ,199101000000.0,0.0,0.0,0.0,7211000000.0,0.0,0.0,0.0,0.0
9853,株式会社銀座ルノアール,5626803600.0,89630000.0,5261000.0,7799973000.0,82208000.0,0.02,0.06,1.05,6.11
4974,タカラバイオ株式会社,99583701200.0,0.0,428000000.0,45039000000.0,2263000000.0,0.0,0.0,5.02,3.53
6467,株式会社ニチダイ,3250134700.0,74283000.0,18025000.0,11602714000.0,153657000.0,0.02,0.24,1.32,2.46
9761,東海リース株式会社,7316436000.0,314427000.0,9193000.0,18397791000.0,1511487000.0,0.04,0.03,8.22,7.11
8935,株式会社ＦＪネクストホールディングス,41575800000.0,299000000.0,10000000.0,112429000000.0,9488000000.0,0.01,0.03,8.44,11.98
5603,虹技株式会社,3741906000.0,3477000000.0,125000000.0,26317000000.0,1116000000.0,0.93,0.04,4.24,1.36
2686,株式会社ジーフット,12305880100.0,1000000.0,0.0,59975000000.0,0.0,0.0,0.0,0.0,-7.16
3361,株式会社トーエル,16303129980.0,1319575000.0,15248000.0,27102201000.0,2284026000.0,0.08,0.01,8.43,-2.76
7264,株式会社ムロコーポレーション,7750700800.0,1852793000.0,55098000.0,22590057000.0,755180000.0,0.24,0.03,3.34,-4.51
6042,株式会社ニッキ,5266000000.0,1883543000.0,59697000.0,8360204000.0,885305000.0,0.36,0.03,10.59,-10.64
8214,株式会社ＡＯＫＩホールディングス,144704671680.0,760000000.0,20000000.0,192688000000.0,15646000000.0,0.01,0.03,8.12,2.65
1379,ホクト株式会社,60379790000.0,8374000000.0,199000000.0,83104000000.0,6628000000.0,0.14,0.02,7.98,4.63
2975,スター・マイカ・ホールディングス株式会社,33422000000.0,1365173000.0,8064000.0,55849959000.0,5524556000.0,0.04,0.01,9.89,14.27
9342,株式会社スマサポ,2376337600.0,0.0,2900000.0,2674994000.0,108419000.0,0.0,0.0,4.05,37.19
5138,株式会社Ｒｅｂａｓｅ,6745137100.0,0.0,0.0,1926885000.0,487062000.0,0.0,0.0,25.28,29.31
6557,ＡＩＡＩグループ株式会社,8798815746.0,749802000.0,0.0,13071341000.0,733473000.0,0.09,0.0,5.61,10.6
4447,株式会社ピー・ビーシステムズ,3917182500.0,2511000.0,0.0,3107969000.0,362196000.0,0.0,0.0,11.65,7.14
7628,株式会社オーハシテクニカ,28373754960.0,2566782000.0,81511000.0,40017105000.0,1782666000.0,0.09,0.03,4.45,2.05
9470,株式会社学研ホールディングス,42133771008.0,17574000000.0,237000000.0,185566000000.0,6880000000.0,0.42,0.01,3.71,13.07
7994,株式会社オカムラ,233440768720.0,43971000000.0,971000000.0,314527000000.0,23935000000.0,0.19,0.02,7.61,5.44
2492,株式会社インフォマート,106107360800.0,437854000.0,0.0,15630970000.0,1200437000.0,0.0,0.0,7.68,16.97
6269,三井海洋開発株式会社,453810800000.0,0.0,11849000000.0,489648000000.0,22161000000.0,0.0,0.0,4.53,20.55
6284,日精エー・エス・ビー機械株式会社,98538782400.0,449000000.0,12000000.0,36778000000.0,7907000000.0,0.0,0.03,21.5,5.69
3962,株式会社チェンジホールディングス,84708659214.0,4574000000.0,0.0,0.0,6839000000.0,0.05,0.0,0.0,0.0
6869,シスメックス株式会社,1567387770000.0,7989000000.0,4071000000.0,236780000000.0,56289000000.0,0.01,0.51,23.77,7.03
4762,株式会社エックスネット,11186206400.0,2697866000.0,0.0,5300593000.0,860661000.0,0.24,0.0,16.24,-4.45
3320,クロスプラス株式会社,9378342000.0,5095000000.0,104000000.0,62004000000.0,1029000000.0,0.54,0.02,1.66,3.01
6955,ＦＤＫ株式会社,12156778304.0,211000000.0,24000000.0,63171000000.0,1394000000.0,0.02,0.11,2.21,0.79
3297,株式会社東武住販,2902268000.0,34485000.0,0.0,7263972000.0,311889000.0,0.01,0.0,4.29,-5.33
1383,ベルグアース株式会社,4826668500.0,24741000.0,0.0,7094887000.0,22459000.0,0.01,0.0,0.32,0.48
3477,フォーライフ株式会社,2840000000.0,0.0,0.0,14771438000.0,591307000.0,0.0,0.0,4.0,5.6
4427,株式会社ＥｄｕＬａｂ,3917504010.0,127679000.0,28273000.0,7141884000.0,93372000.0,0.03,0.22,1.31,1.14
6565,ＡＢホテル株式会社,20002336000.0,0.0,0.0,10679046000.0,3962837000.0,0.0,0.0,37.11,7.35
7609,ダイトロン株式会社,41277122300.0,2190980000.0,49739000.0,93542920000.0,6200101000.0,0.05,0.02,6.63,1.5
6482,ＹＵＳＨＩＮ株式会社,21275925402.0,559944000.0,14517000.0,26126713000.0,2586655000.0,0.03,0.03,9.9,10.63
4237,フジプレアム株式会社,10067668000.0,998838000.0,21121000.0,10620871000.0,220113000.0,0.1,0.02,2.07,-19.83
4919,株式会社ミルボン,80408644152.0,875480000.0,17227000.0,51316414000.0,6839518000.0,0.01,0.02,13.33,7.44
7192,日本モーゲージサービス株式会社,6219792000.0,1531000.0,0.0,0.0,1400224000.0,0.0,0.0,0.0,0.0
9044,南海電気鉄道株式会社,248690586000.0,60055000000.0,3796000000.0,0.0,34655000000.0,0.24,0.06,0.0,0.0
4534,持田製薬株式会社,109533900000.0,15022000000.0,391000000.0,105159000000.0,8126000000.0,0.14,0.03,7.73,2.21
4260,株式会社ハイブリッドテクノロジーズ,5220992984.0,396041000.0,0.0,1006595000.0,91555000.0,0.08,0.0,9.1,8.1
4576,株式会社デ・ウエスタン・セラピテクス研究所,5369691048.0,142806000.0,0.0,471580000.0,0.0,0.03,0.0,0.0,10.09
7292,株式会社村上開明堂,79013000000.0,4831000000.0,131000000.0,109205000000.0,8861000000.0,0.06,0.03,8.11,4.4
